experiment_id,run_id,seed,users,arrival_rate,traffic_pattern,algorithm,architecture,distributed_latency,failure_rate,fail_closed,rate_limit,simulation_duration,total_requests,accepted_requests,rejected_requests,throughput,acceptance_rate,rejection_rate,p95_latency,jain_fairness,limit_overshoot
3,5,2433415447,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9687417985333848,2.0
3,6,1911283507,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9629440650656027,2.0
3,7,958908296,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9620582598696819,2.0
3,8,1368832406,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9495384731784823,2.0
3,9,1685663242,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9518430034129692,2.0
3,10,284799864,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9670994837019342,2.0
3,11,4270245762,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9693403877346103,2.0
3,12,4149520935,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9538686630690887,2.0
3,13,4179909957,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.968891376515093,2.0
3,14,1909695502,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9670994837019342,2.0
3,15,4007810180,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9694901506373117,2.0
3,16,2637646068,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9452474203509829,2.0
3,17,2702532132,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.956923370186809,2.0
3,18,1165862611,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9776466464127133,2.0
3,19,2664587346,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9602915295738006,2.0
3,20,2727058974,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9746097693562165,2.0
3,21,1553336884,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9730983949755757,2.0
3,22,325952893,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9837775339029552,2.0
3,23,2855295356,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9516986426025631,2.0
3,24,2233051011,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9509774948852012,2.0
3,25,3077200824,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.971140602027393,2.0
3,26,3634974344,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9404308729861371,2.0
3,27,2808219916,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9586777175158506,2.0
3,28,3913103504,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9857866624774173,2.0
3,29,420539552,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9620582598696819,2.0
3,30,2987285038,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9594105955202201,2.0
3,31,2436956639,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9401490748370664,2.0
3,32,1621359230,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9659085661510044,2.0
3,33,2924525214,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.969639959823843,2.0
3,34,1477162331,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9684427810787869,2.0
3,35,3170496769,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.969639959823843,2.0
3,36,1160305489,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9625009586624741,2.0
3,37,1704899038,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9734002947335764,2.0
3,38,2010331739,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9465306584206954,2.0
3,39,1023825218,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.940571835419321,2.0
3,40,790447866,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9676960444136017,2.0
3,41,1822243295,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9727966824277188,2.0
3,42,1457975506,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9556118175588213,2.0
3,43,1547883819,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9232730081659678,2.0
3,44,2230218214,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9650173010380623,2.0
3,45,2336200751,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9699397171342453,2.0
3,46,3311275416,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9607326035367068,2.0
3,47,3601979245,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.957945958323792,2.0
3,48,3000988073,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9676960444136017,2.0
3,49,3015695435,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9656112949142109,2.0
3,50,246509902,20,50.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,501,501,0,50.1,1.0,0.0,0.0,0.9589707343164973,2.0
4,1,3134381565,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,466,444,22,44.4,0.9527896995708155,0.04721030042918455,0.0,0.9747626582278481,0.0
4,2,622822085,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,523,462,61,46.2,0.8833652007648184,0.11663479923518165,0.0,0.9640650406504065,0.0
4,3,2305394046,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,521,446,75,44.6,0.8560460652591171,0.14395393474088292,0.0,0.975078431372549,0.0
4,4,2758182172,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,488,442,46,44.2,0.9057377049180327,0.0942622950819672,0.0,0.9661918892185954,0.0
4,5,1123489452,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,492,441,51,44.1,0.8963414634146342,0.10365853658536585,0.0,0.9390680830516659,0.0
4,6,2348842012,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,476,439,37,43.9,0.9222689075630253,0.07773109243697479,0.0,0.9522729518727147,0.0
4,7,3884038384,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,540,468,72,46.8,0.8666666666666667,0.13333333333333333,0.0,0.974306049822064,0.0
4,8,1090643748,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,510,455,55,45.5,0.8921568627450981,0.10784313725490197,0.0,0.9592484477805578,0.0
4,9,1336807964,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,446,422,24,42.2,0.9461883408071748,0.053811659192825115,0.0,0.9638666378003897,0.0
4,10,2898728104,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,521,465,56,46.5,0.8925143953934741,0.10748560460652591,0.0,0.9602318145483613,0.0
4,11,1931217413,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,500,449,51,44.9,0.898,0.102,0.0,0.9542790873804791,0.0
4,12,3673724337,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,477,435,42,43.5,0.9119496855345912,0.0880503144654088,0.0,0.9726791405366506,0.0
4,13,1154418075,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,494,447,47,44.7,0.9048582995951417,0.0951417004048583,0.0,0.9586843872948854,0.0
4,14,1648763352,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,456,442,14,44.2,0.9692982456140351,0.03070175438596491,0.0,0.9721536624203821,0.0
4,15,3507297555,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,500,449,51,44.9,0.898,0.102,0.0,0.9591826053858598,0.0
4,16,3419123678,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,484,445,39,44.5,0.9194214876033058,0.08057851239669421,0.0,0.963625304136253,0.0
4,17,2249750540,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,490,454,36,45.4,0.926530612244898,0.07346938775510205,0.0,0.9815047619047619,0.0
4,18,1134075519,20,50.0,poisson,sliding_window,local,0,0.0,True,50,10.0,519,441,78,44.1,0.8497109826589595,0.15028901734104047,0.0,0.9758203712995485,0.0
