experiment_id,users,arrival_rate,traffic_pattern,algorithm,architecture,distributed_latency,failure_rate,fail_closed,rate_limit,simulation_duration,throughput_mean,throughput_std,acceptance_rate_mean,acceptance_rate_std,rejection_rate_mean,rejection_rate_std,p95_latency_mean,p95_latency_std,jain_fairness_mean,jain_fairness_std,limit_overshoot_mean,limit_overshoot_std
24,50,50.0,poisson,leaky_bucket,local,0,0.0,True,50,10.0,50.14599999999999,1.8628161476646052,0.9991578947368421,0.005894736842105266,0.0008421052631578947,0.0058947368421052625,0.46382077602036476,0.189135363375017,0.9091389056696895,0.019743268491795488,32.84,7.746896152653655
25,50,50.0,ramp,sliding_window,local,0,0.0,True,50,10.0,30.526,1.5900704386913178,0.9823152156039039,0.016932430292840465,0.017684784396096085,0.016932430292840465,0.0,0.0,0.8589790934546585,0.024975545735985313,0.0,0.0
26,50,50.0,ramp,token_bucket,local,0,0.0,True,50,10.0,31.144000000000002,1.8039024363861809,1.0,0.0,0.0,0.0,0.0,0.0,0.8673667246650757,0.024542225058543015,10.16,9.698164774842713
27,50,50.0,ramp,leaky_bucket,local,0,0.0,True,50,10.0,31.424,1.7717290989313232,1.0,0.0,0.0,0.0,0.13843620860574768,0.07842845029008881,0.8663801959534579,0.027375322219089105,10.84,9.944566355553167
28,50,100.0,constant,sliding_window,local,0,0.0,True,50,10.0,50.0,0.0,0.4995004995004995,0.0,0.5004995004995005,0.0,0.0,0.0,0.9152169767478487,0.015251440240200892,0.0,0.0
29,50,100.0,constant,token_bucket,local,0,0.0,True,50,10.0,54.9,0.0,0.5484515484515484,0.0,0.45154845154845147,5.551115123125783e-17,0.0,0.0,0.9165102593723569,0.018351812547747298,98.0,0.0
30,50,100.0,constant,leaky_bucket,local,0,0.0,True,50,10.0,54.9,0.0,0.5484515484515484,0.0,0.45154845154845147,5.551115123125783e-17,0.9800000000000008,1.1102230246251565e-16,0.9162948648975261,0.01580923025253106,98.0,0.0
31,50,100.0,poisson,sliding_window,local,0,0.0,True,50,10.0,49.982000000000006,0.07399999999999979,0.5000480402235263,0.016150910762865796,0.4999519597764737,0.0161509107628658,0.0,0.0,0.9100948315970182,0.018756584901599312,0.0,0.0
32,50,100.0,poisson,token_bucket,local,0,0.0,True,50,10.0,54.84,0.07999999999999897,0.5475003765271601,0.016865237394059877,0.4524996234728399,0.016865237394059884,0.0,0.0,0.9179832082893937,0.015405830532245847,94.96,5.854775828330235
33,50,100.0,poisson,leaky_bucket,local,0,0.0,True,50,10.0,54.836000000000006,0.07418894796396493,0.5492058788535431,0.019167078107034528,0.450794121146457,0.01916707810703454,0.9791909571868789,0.00015687530250981188,0.9183376092411528,0.015212359616004638,93.12,6.837075398150879
34,50,100.0,ramp,sliding_window,local,0,0.0,True,50,10.0,44.38000000000001,0.8588364221433561,0.7120587367278093,0.022580976743237568,0.2879412632721908,0.022580976743237568,0.0,0.0,0.9069070257769538,0.015924702734563253,0.0,0.0
35,50,100.0,ramp,token_bucket,local,0,0.0,True,50,10.0,49.942,1.0695961854831009,0.8027632477937934,0.021431872840686893,0.19723675220620662,0.021431872840686893,0.0,0.0,0.9120573444421559,0.013238242242788991,58.72,10.014070101612031
36,50,100.0,ramp,leaky_bucket,local,0,0.0,True,50,10.0,50.001999999999995,1.0694839877249216,0.806714328246082,0.028202731719520927,0.19328567175391784,0.028202731719520934,0.9771421181024741,0.000800620776649464,0.9094889551590363,0.016059262758705888,55.6,7.828154316312371
37,20,50.0,constant,sliding_window,distributed,1.0,0.01,True,50,10.0,49.10800000000001,0.20478281177872268,0.9801996007984032,0.004087481273028397,0.019800399201596805,0.0040874812730284085,0.001000000000000334,0.0,0.9598304984336617,0.012303079433949335,0.0,0.0
38,20,50.0,constant,sliding_window,distributed,1.0,0.03,True,50,10.0,48.352,0.34597109705869933,0.9651097804391218,0.006905610719734529,0.03489021956087825,0.00690561071973452,0.001000000000000334,0.0,0.9644526929417825,0.01034385485939182,0.0,0.0
39,20,50.0,constant,sliding_window,distributed,10.0,0.01,True,50,10.0,49.14,0.1743559577416266,0.9808383233532934,0.003480158837158211,0.019161676646706587,0.0034801588371582226,0.010000000000000009,0.0,0.9607896075366934,0.010601534527157954,0.0,0.0
40,20,50.0,constant,sliding_window,distributed,10.0,0.03,True,50,10.0,48.403999999999996,0.3199749990233612,0.9661477045908182,0.006386726527412394,0.03385229540918164,0.006386726527412399,0.010000000000000009,0.0,0.9624364684074603,0.011390615100640203,0.0,0.0
41,20,50.0,constant,token_bucket,distributed,1.0,0.01,True,50,10.0,49.608000000000004,0.18529975715040736,0.9901796407185627,0.003698597947113921,0.009820359281437126,0.0036985979471139225,0.001000000000000334,0.0,0.9645778798709563,0.011169962284437238,2.0,0.0
42,20,50.0,constant,token_bucket,distributed,1.0,0.03,True,50,10.0,48.62,0.45077710678338617,0.9704590818363275,0.00899754704158454,0.029540918163672648,0.008997547041584548,0.001000000000000334,0.0,0.9635365970133595,0.009653637702778934,1.96,0.27999999999999997
43,20,50.0,constant,token_bucket,distributed,10.0,0.01,True,50,10.0,49.618,0.23211204191079782,0.990379241516966,0.004632974888439074,0.00962075848303393,0.00463297488843908,0.010000000000000009,0.0,0.965091591315187,0.010162561016122264,2.0,0.0
44,20,50.0,constant,token_bucket,distributed,10.0,0.03,True,50,10.0,48.614,0.37202688074922746,0.9703393213572855,0.007425686242499546,0.02966067864271457,0.0074256862424995525,0.010000000000000009,0.0,0.9628614134966257,0.013569739560462242,1.92,0.39191835884530857
45,20,50.0,constant,leaky_bucket,distributed,1.0,0.01,True,50,10.0,49.578,0.22386603136697608,0.9895808383233533,0.004468383859620273,0.010419161676646709,0.004468383859620285,0.001000000000000334,0.0,0.966338450872254,0.011004183784982639,2.0,0.0
46,20,50.0,constant,leaky_bucket,distributed,1.0,0.03,True,50,10.0,48.641999999999996,0.3406405730385041,0.9708982035928144,0.006799213034700656,0.029101796407185628,0.006799213034700668,0.001000000000000334,0.0,0.9631104741278789,0.010811324442035896,1.92,0.39191835884530857
